1708279091.048321 server started (79365): version 3.3a, socket /private/tmp/tmux-501/default, protocol 8
1708279091.048388 on Darwin 23.2.0 Darwin Kernel Version 23.2.0: Wed Nov 15 21:55:06 PST 2023; root:xnu-10002.61.3~2/RELEASE_ARM64_T6020
1708279091.048403 using libevent 2.1.12-stable (select); utf8proc 2.9.0; ncurses 6.4
1708279091.048466 input_key_build: 0x10e003 (PasteStart) is \033[200~
1708279091.048667 input_key_build: 0x10e1b2 (KP+) is +
1708279091.048673 input_key_build: 0x10e1b3 (KP4) is 4
1708279091.048679 input_key_build: 0x10e1b4 (KP5) is 5
1708279091.048684 input_key_build: 0x10e1b5 (KP6) is 6
1708279091.048690 input_key_build: 0x10e1b6 (KP1) is 1
1708279091.048695 input_key_build: 0x10e1b7 (KP2) is 2
1708279091.048701 input_key_build: 0x10e1b8 (KP3) is 3
1708279091.048707 input_key_build: 0x10e1b9 (KPEnter) is \n
1708279091.048713 input_key_build: 0x10e1ba (KP0) is 0
1708279091.048718 input_key_build: 0x10e1bb (KP.) is .
1708279091.048725 input_key_build: 0x20000010e195 (C-F1) is \033[1;5P
1708279091.048731 input_key_build: 0x20000010e196 (C-F2) is \033[1;5Q
1708279091.048737 input_key_build: 0x20000010e197 (C-F3) is \033[1;5R
1708279091.048743 input_key_build: 0x20000010e198 (C-F4) is \033[1;5S
1708279091.048748 input_key_build: 0x20000010e199 (C-F5) is \033[15;5~
1708279091.048755 input_key_build: 0x20000010e19a (C-F6) is \033[17;5~
1708279091.048760 input_key_build: 0x20000010e19b (C-F7) is \033[18;5~
1708279091.048766 input_key_build: 0x20000010e19c (C-F8) is \033[19;5~
1708279091.048772 input_key_build: 0x20000010e19d (C-F9) is \033[20;5~
1708279091.048778 input_key_build: 0x20000010e19e (C-F10) is \033[21;5~
1708279091.048784 input_key_build: 0x20000010e19f (C-F11) is \033[23;5~
1708279091.048789 input_key_build: 0x20000010e1a0 (C-F12) is \033[24;5~
1708279091.048795 input_key_build: 0x20000010e1a1 (C-IC) is \033[2;5~
1708279091.048801 input_key_build: 0x20000010e1a2 (C-DC) is \033[3;5~
1708279091.048807 input_key_build: 0x20000010e1a3 (C-Home) is \033[1;5H
1708279091.048813 input_key_build: 0x20000010e1a4 (C-End) is \033[1;5F
1708279091.048819 input_key_build: 0x20000010e1a5 (C-NPage) is \033[6;5~
1708279091.048825 input_key_build: 0x20000010e1a6 (C-PPage) is \033[5;5~
1708279091.048831 input_key_build: 0x20000010e1a8 (C-Up) is \033[1;5A
1708279091.048847 input_key_build: 0x20000010e1a9 (C-Down) is \033[1;5B
1708279091.048851 input_key_build: 0x20000010e1aa (C-Left) is \033[1;5D
1708279091.048855 input_key_build: 0x20000010e1ab (C-Right) is \033[1;5C
1708279091.048860 input_key_build: 0x40000010e195 (S-F1) is \033[1;2P
1708279091.048864 input_key_build: 0x40000010e196 (S-F2) is \033[1;2Q
1708279091.048868 input_key_build: 0x40000010e197 (S-F3) is \033[1;2R
1708279091.048872 input_key_build: 0x40000010e198 (S-F4) is \033[1;2S
1708279091.048875 input_key_build: 0x40000010e199 (S-F5) is \033[15;2~
1708279091.048879 input_key_build: 0x40000010e19a (S-F6) is \033[17;2~
1708279091.048883 input_key_build: 0x40000010e19b (S-F7) is \033[18;2~
1708279091.048887 input_key_build: 0x40000010e19c (S-F8) is \033[19;2~
1708279091.048892 input_key_build: 0x40000010e19d (S-F9) is \033[20;2~
1708279091.048895 input_key_build: 0x40000010e19e (S-F10) is \033[21;2~
1708279091.048900 input_key_build: 0x40000010e19f (S-F11) is \033[23;2~
1708279091.048904 input_key_build: 0x40000010e1a0 (S-F12) is \033[24;2~
1708279091.048908 input_key_build: 0x40000010e1a1 (S-IC) is \033[2;2~
1708279091.048912 input_key_build: 0x40000010e1a2 (S-DC) is \033[3;2~
1708279091.048916 input_key_build: 0x40000010e1a3 (S-Home) is \033[1;2H
1708279091.048920 input_key_build: 0x40000010e1a4 (S-End) is \033[1;2F
1708279091.048924 input_key_build: 0x40000010e1a5 (S-NPage) is \033[6;2~
1708279091.048928 input_key_build: 0x40000010e1a6 (S-PPage) is \033[5;2~
1708279091.048932 input_key_build: 0x40000010e1a8 (S-Up) is \033[1;2A
1708279091.048936 input_key_build: 0x40000010e1a9 (S-Down) is \033[1;2B
1708279091.048940 input_key_build: 0x40000010e1aa (S-Left) is \033[1;2D
1708279091.048944 input_key_build: 0x40000010e1ab (S-Right) is \033[1;2C
1708279091.048948 input_key_build: 0x60000010e195 (C-S-F1) is \033[1;6P
1708279091.048952 input_key_build: 0x60000010e196 (C-S-F2) is \033[1;6Q
1708279091.048956 input_key_build: 0x60000010e197 (C-S-F3) is \033[1;6R
1708279091.048960 input_key_build: 0x60000010e198 (C-S-F4) is \033[1;6S
1708279091.048964 input_key_build: 0x60000010e199 (C-S-F5) is \033[15;6~
1708279091.048968 input_key_build: 0x60000010e19a (C-S-F6) is \033[17;6~
1708279091.048972 input_key_build: 0x60000010e19b (C-S-F7) is \033[18;6~
1708279091.048976 input_key_build: 0x60000010e19c (C-S-F8) is \033[19;6~
1708279091.048980 input_key_build: 0x60000010e19d (C-S-F9) is \033[20;6~
1708279091.048985 input_key_build: 0x60000010e19e (C-S-F10) is \033[21;6~
1708279091.048988 input_key_build: 0x60000010e19f (C-S-F11) is \033[23;6~
1708279091.048993 input_key_build: 0x60000010e1a0 (C-S-F12) is \033[24;6~
1708279091.048997 input_key_build: 0x60000010e1a1 (C-S-IC) is \033[2;6~
1708279091.049001 input_key_build: 0x60000010e1a2 (C-S-DC) is \033[3;6~
1708279091.049005 input_key_build: 0x60000010e1a3 (C-S-Home) is \033[1;6H
1708279091.049009 input_key_build: 0x60000010e1a4 (C-S-End) is \033[1;6F
1708279091.049013 input_key_build: 0x60000010e1a5 (C-S-NPage) is \033[6;6~
1708279091.049017 input_key_build: 0x60000010e1a6 (C-S-PPage) is \033[5;6~
1708279091.049021 input_key_build: 0x60000010e1a8 (C-S-Up) is \033[1;6A
1708279091.049025 input_key_build: 0x60000010e1a9 (C-S-Down) is \033[1;6B
1708279091.049029 input_key_build: 0x60000010e1aa (C-S-Left) is \033[1;6D
1708279091.049033 input_key_build: 0x60000010e1ab (C-S-Right) is \033[1;6C
1708279091.049038 input_key_build: 0x200000010e1ac (KP/[K]) is \033Oo
1708279091.049042 input_key_build: 0x200000010e1ad (KP*[K]) is \033Oj
1708279091.049046 input_key_build: 0x200000010e1ae (KP-[K]) is \033Om
1708279091.049050 input_key_build: 0x200000010e1af (KP7[K]) is \033Ow
1708279091.049054 input_key_build: 0x200000010e1b0 (KP8[K]) is \033Ox
1708279091.049058 input_key_build: 0x200000010e1b1 (KP9[K]) is \033Oy
1708279091.049062 input_key_build: 0x200000010e1b2 (KP+[K]) is \033Ok
1708279091.049066 input_key_build: 0x200000010e1b3 (KP4[K]) is \033Ot
1708279091.049070 input_key_build: 0x200000010e1b4 (KP5[K]) is \033Ou
1708279091.049074 input_key_build: 0x200000010e1b5 (KP6[K]) is \033Ov
1708279091.049087 input_key_build: 0x200000010e1b6 (KP1[K]) is \033Oq
1708279091.049094 input_key_build: 0x200000010e1b7 (KP2[K]) is \033Or
1708279091.049098 input_key_build: 0x200000010e1b8 (KP3[K]) is \033Os
1708279091.049103 input_key_build: 0x200000010e1b9 (KPEnter[K]) is \033OM
1708279091.049107 input_key_build: 0x200000010e1ba (KP0[K]) is \033Op
1708279091.049111 input_key_build: 0x200000010e1bb (KP.[K]) is \033On
1708279091.049115 input_key_build: 0x400000010e1a8 (Up[C]) is \033OA
1708279091.049119 input_key_build: 0x400000010e1a9 (Down[C]) is \033OB
1708279091.049123 input_key_build: 0x400000010e1aa (Left[C]) is \033OD
1708279091.049127 input_key_build: 0x400000010e1ab (Right[C]) is \033OC
1708279091.049131 input_key_build: 0x810000010e195 (M-F1[I]) is \033[1;3P
1708279091.049136 input_key_build: 0x810000010e196 (M-F2[I]) is \033[1;3Q
1708279091.049140 input_key_build: 0x810000010e197 (M-F3[I]) is \033[1;3R
1708279091.049144 input_key_build: 0x810000010e198 (M-F4[I]) is \033[1;3S
1708279091.049148 input_key_build: 0x810000010e199 (M-F5[I]) is \033[15;3~
1708279091.049152 input_key_build: 0x810000010e19a (M-F6[I]) is \033[17;3~
1708279091.049156 input_key_build: 0x810000010e19b (M-F7[I]) is \033[18;3~
1708279091.049160 input_key_build: 0x810000010e19c (M-F8[I]) is \033[19;3~
1708279091.049164 input_key_build: 0x810000010e19d (M-F9[I]) is \033[20;3~
1708279091.049168 input_key_build: 0x810000010e19e (M-F10[I]) is \033[21;3~
1708279091.049172 input_key_build: 0x810000010e19f (M-F11[I]) is \033[23;3~
1708279091.049176 input_key_build: 0x810000010e1a0 (M-F12[I]) is \033[24;3~
1708279091.049180 input_key_build: 0x810000010e1a1 (M-IC[I]) is \033[2;3~
1708279091.049184 input_key_build: 0x810000010e1a2 (M-DC[I]) is \033[3;3~
1708279091.049189 input_key_build: 0x810000010e1a3 (M-Home[I]) is \033[1;3H
1708279091.049193 input_key_build: 0x810000010e1a4 (M-End[I]) is \033[1;3F
1708279091.049197 input_key_build: 0x810000010e1a5 (M-NPage[I]) is \033[6;3~
1708279091.049201 input_key_build: 0x810000010e1a6 (M-PPage[I]) is \033[5;3~
1708279091.049205 input_key_build: 0x810000010e1a8 (M-Up[I]) is \033[1;3A
1708279091.049209 input_key_build: 0x810000010e1a9 (M-Down[I]) is \033[1;3B
1708279091.049213 input_key_build: 0x810000010e1aa (M-Left[I]) is \033[1;3D
1708279091.049217 input_key_build: 0x810000010e1ab (M-Right[I]) is \033[1;3C
1708279091.049221 input_key_build: 0x830000010e195 (C-M-F1[I]) is \033[1;7P
1708279091.049226 input_key_build: 0x830000010e196 (C-M-F2[I]) is \033[1;7Q
1708279091.049230 input_key_build: 0x830000010e197 (C-M-F3[I]) is \033[1;7R
1708279091.049236 input_key_build: 0x830000010e198 (C-M-F4[I]) is \033[1;7S
1708279091.049240 input_key_build: 0x830000010e199 (C-M-F5[I]) is \033[15;7~
1708279091.049246 input_key_build: 0x830000010e19a (C-M-F6[I]) is \033[17;7~
1708279091.049251 input_key_build: 0x830000010e19b (C-M-F7[I]) is \033[18;7~
1708279091.049256 input_key_build: 0x830000010e19c (C-M-F8[I]) is \033[19;7~
1708279091.049261 input_key_build: 0x830000010e19d (C-M-F9[I]) is \033[20;7~
1708279091.049267 input_key_build: 0x830000010e19e (C-M-F10[I]) is \033[21;7~
1708279091.049273 input_key_build: 0x830000010e19f (C-M-F11[I]) is \033[23;7~
1708279091.049280 input_key_build: 0x830000010e1a0 (C-M-F12[I]) is \033[24;7~
1708279091.049284 input_key_build: 0x830000010e1a1 (C-M-IC[I]) is \033[2;7~
1708279091.049290 input_key_build: 0x830000010e1a2 (C-M-DC[I]) is \033[3;7~
1708279091.049295 input_key_build: 0x830000010e1a3 (C-M-Home[I]) is \033[1;7H
1708279091.049301 input_key_build: 0x830000010e1a4 (C-M-End[I]) is \033[1;7F
1708279091.049306 input_key_build: 0x830000010e1a5 (C-M-NPage[I]) is \033[6;7~
1708279091.049312 input_key_build: 0x830000010e1a6 (C-M-PPage[I]) is \033[5;7~
1708279091.049317 input_key_build: 0x830000010e1a8 (C-M-Up[I]) is \033[1;7A
1708279091.049323 input_key_build: 0x830000010e1a9 (C-M-Down[I]) is \033[1;7B
1708279091.049329 input_key_build: 0x830000010e1aa (C-M-Left[I]) is \033[1;7D
1708279091.049334 input_key_build: 0x830000010e1ab (C-M-Right[I]) is \033[1;7C
1708279091.049340 input_key_build: 0x850000010e195 (M-S-F1[I]) is \033[1;4P
1708279091.049356 input_key_build: 0x850000010e196 (M-S-F2[I]) is \033[1;4Q
1708279091.049362 input_key_build: 0x850000010e197 (M-S-F3[I]) is \033[1;4R
1708279091.049368 input_key_build: 0x850000010e198 (M-S-F4[I]) is \033[1;4S
1708279091.049374 input_key_build: 0x850000010e199 (M-S-F5[I]) is \033[15;4~
1708279091.049381 input_key_build: 0x850000010e19a (M-S-F6[I]) is \033[17;4~
1708279091.049388 input_key_build: 0x850000010e19b (M-S-F7[I]) is \033[18;4~
1708279091.049394 input_key_build: 0x850000010e19c (M-S-F8[I]) is \033[19;4~
1708279091.049400 input_key_build: 0x850000010e19d (M-S-F9[I]) is \033[20;4~
1708279091.049406 input_key_build: 0x850000010e19e (M-S-F10[I]) is \033[21;4~
1708279091.049411 input_key_build: 0x850000010e19f (M-S-F11[I]) is \033[23;4~
1708279091.049419 input_key_build: 0x850000010e1a0 (M-S-F12[I]) is \033[24;4~
1708279091.049424 input_key_build: 0x850000010e1a1 (M-S-IC[I]) is \033[2;4~
1708279091.049429 input_key_build: 0x850000010e1a2 (M-S-DC[I]) is \033[3;4~
1708279091.049435 input_key_build: 0x850000010e1a3 (M-S-Home[I]) is \033[1;4H
1708279091.049440 input_key_build: 0x850000010e1a4 (M-S-End[I]) is \033[1;4F
1708279091.049446 input_key_build: 0x850000010e1a5 (M-S-NPage[I]) is \033[6;4~
1708279091.049451 input_key_build: 0x850000010e1a6 (M-S-PPage[I]) is \033[5;4~
1708279091.049457 input_key_build: 0x850000010e1a8 (M-S-Up[I]) is \033[1;4A
1708279091.049462 input_key_build: 0x850000010e1a9 (M-S-Down[I]) is \033[1;4B
1708279091.049467 input_key_build: 0x850000010e1aa (M-S-Left[I]) is \033[1;4D
1708279091.049472 input_key_build: 0x850000010e1ab (M-S-Right[I]) is \033[1;4C
1708279091.049478 input_key_build: 0x870000010e195 (C-M-S-F1[I]) is \033[1;8P
1708279091.049483 input_key_build: 0x870000010e196 (C-M-S-F2[I]) is \033[1;8Q
1708279091.049488 input_key_build: 0x870000010e197 (C-M-S-F3[I]) is \033[1;8R
1708279091.049493 input_key_build: 0x870000010e198 (C-M-S-F4[I]) is \033[1;8S
1708279091.049499 input_key_build: 0x870000010e199 (C-M-S-F5[I]) is \033[15;8~
1708279091.049504 input_key_build: 0x870000010e19a (C-M-S-F6[I]) is \033[17;8~
1708279091.049510 input_key_build: 0x870000010e19b (C-M-S-F7[I]) is \033[18;8~
1708279091.049514 input_key_build: 0x870000010e19c (C-M-S-F8[I]) is \033[19;8~
1708279091.049519 input_key_build: 0x870000010e19d (C-M-S-F9[I]) is \033[20;8~
1708279091.049525 input_key_build: 0x870000010e19e (C-M-S-F10[I]) is \033[21;8~
1708279091.049530 input_key_build: 0x870000010e19f (C-M-S-F11[I]) is \033[23;8~
1708279091.049535 input_key_build: 0x870000010e1a0 (C-M-S-F12[I]) is \033[24;8~
1708279091.049540 input_key_build: 0x870000010e1a1 (C-M-S-IC[I]) is \033[2;8~
1708279091.049546 input_key_build: 0x870000010e1a2 (C-M-S-DC[I]) is \033[3;8~
1708279091.049551 input_key_build: 0x870000010e1a3 (C-M-S-Home[I]) is \033[1;8H
1708279091.049556 input_key_build: 0x870000010e1a4 (C-M-S-End[I]) is \033[1;8F
1708279091.049561 input_key_build: 0x870000010e1a5 (C-M-S-NPage[I]) is \033[6;8~
1708279091.049566 input_key_build: 0x870000010e1a6 (C-M-S-PPage[I]) is \033[5;8~
1708279091.049572 input_key_build: 0x870000010e1a8 (C-M-S-Up[I]) is \033[1;8A
1708279091.049578 input_key_build: 0x870000010e1a9 (C-M-S-Down[I]) is \033[1;8B
1708279091.049583 input_key_build: 0x870000010e1aa (C-M-S-Left[I]) is \033[1;8D
1708279091.049588 input_key_build: 0x870000010e1ab (C-M-S-Right[I]) is \033[1;8C
1708279091.049602 yylex_token: bind
1708279091.049615 yylex_token: -N
1708279091.049622 yylex_token: Send the prefix key
1708279091.049628 yylex_token: C-b
1708279091.049634 yylex_token: send-prefix
1708279091.049643 cmd_parse_build_commands 0:0: bind
1708279091.049648 cmd_parse_build_commands 0:1: -N
1708279091.049653 cmd_parse_build_commands 0:2: Send the prefix key
1708279091.049658 cmd_parse_build_commands 0:3: C-b
1708279091.049663 cmd_parse_build_commands 0:4 0:0: send-prefix
1708279091.049680 cmd_parse_build_commands 0:0: send-prefix
1708279091.049695 args_parse: flags end at 1 of 1
1708279091.049704 cmd_parse_build_commands: send-prefix
1708279091.049710 args_parse: -N = Send the prefix key
1708279091.049727 args_parse: flags end at 3 of 5
1708279091.049733 args_parse: 3 = C-b (type 1)
1708279091.049743 args_parse: 4 = send-prefix (type 2)
1708279091.049759 cmd_parse_build_commands: bind-key -N "Send the prefix key" C-b { send-prefix }
1708279091.049772 cmdq_get_command: [bind-key/0x136007da0] group 2
1708279091.049779 cmdq_append <global>: [bind-key/0x136007da0]
1708279091.049784 yylex_token: bind
1708279091.049790 yylex_token: -N
1708279091.049797 yylex_token: Rotate through the panes
1708279091.049802 yylex_token: C-o
1708279091.049808 yylex_token: rotate-window
1708279091.049815 cmd_parse_build_commands 0:0: bind
1708279091.049820 cmd_parse_build_commands 0:1: -N
1708279091.049825 cmd_parse_build_commands 0:2: Rotate through the panes
1708279091.049830 cmd_parse_build_commands 0:3: C-o
1708279091.049836 cmd_parse_build_commands 0:4 0:0: rotate-window
1708279091.049843 cmd_parse_build_commands 0:0: rotate-window
1708279091.049850 args_parse: flags end at 1 of 1
1708279091.049857 cmd_parse_build_commands: rotate-window
1708279091.049863 args_parse: -N = Rotate through the panes
1708279091.049868 args_parse: flags end at 3 of 5
1708279091.049873 args_parse: 3 = C-o (type 1)
1708279091.049879 args_parse: 4 = rotate-window (type 2)
1708279091.049892 cmd_parse_build_commands: bind-key -N "Rotate through the panes" C-o { rotate-window }
1708279091.049900 cmdq_get_command: [bind-key/0x136008220] group 10
1708279091.049906 cmdq_append <global>: [bind-key/0x136008220]
1708279091.049912 yylex_token: bind
1708279091.049917 yylex_token: -N
1708279091.049924 yylex_token: Suspend the current client
1708279091.049929 yylex_token: C-z
1708279091.049935 yylex_token: suspend-client
1708279091.049942 cmd_parse_build_commands 0:0: bind
1708279091.049947 cmd_parse_build_commands 0:1: -N
1708279091.049952 cmd_parse_build_commands 0:2: Suspend the current client
1708279091.049957 cmd_parse_build_commands 0:3: C-z
1708279091.049963 cmd_parse_build_commands 0:4 0:0: suspend-client
1708279091.049971 cmd_parse_build_commands 0:0: suspend-client
1708279091.049978 args_parse: flags end at 1 of 1
1708279091.049984 cmd_parse_build_commands: suspend-client
1708279091.049990 args_parse: -N = Suspend the current client
1708279091.049996 args_parse: flags end at 3 of 5
1708279091.050003 args_parse: 3 = C-z (type 1)
1708279091.050009 args_parse: 4 = suspend-client (type 2)
1708279091.050022 cmd_parse_build_commands: bind-key -N "Suspend the current client" C-z { suspend-client }
1708279091.050030 cmdq_get_command: [bind-key/0x136008750] group 18
1708279091.050035 cmdq_append <global>: [bind-key/0x136008750]
1708279091.050040 yylex_token: bind
1708279091.050045 yylex_token: -N
1708279091.050051 yylex_token: Select next layout
1708279091.050057 yylex_token: Space
1708279091.050062 yylex_token: next-layout
1708279091.050068 cmd_parse_build_commands 0:0: bind
1708279091.050074 cmd_parse_build_commands 0:1: -N
1708279091.050079 cmd_parse_build_commands 0:2: Select next layout
1708279091.050085 cmd_parse_build_commands 0:3: Space
1708279091.050091 cmd_parse_build_commands 0:4 0:0: next-layout
1708279091.050098 cmd_parse_build_commands 0:0: next-layout
1708279091.050104 args_parse: flags end at 1 of 1
1708279091.050110 cmd_parse_build_commands: next-layout
1708279091.050116 args_parse: -N = Select next layout
1708279091.050121 args_parse: flags end at 3 of 5
1708279091.050126 args_parse: 3 = Space (type 1)
1708279091.050131 args_parse: 4 = next-layout (type 2)
1708279091.050144 cmd_parse_build_commands: bind-key -N "Select next layout" Space { next-layout }
1708279091.050151 cmdq_get_command: [bind-key/0x136008b90] group 26
1708279091.050156 cmdq_append <global>: [bind-key/0x136008b90]
1708279091.050162 yylex_token: bind
1708279091.050167 yylex_token: -N
1708279091.050173 yylex_token: Break pane to a new window
1708279091.050179 yylex_token: !
1708279091.050184 yylex_token: break-pane
1708279091.050191 cmd_parse_build_commands 0:0: bind
1708279091.050196 cmd_parse_build_commands 0:1: -N
1708279091.050201 cmd_parse_build_commands 0:2: Break pane to a new window
1708279091.050215 cmd_parse_build_commands 0:3: !
1708279091.050220 cmd_parse_build_commands 0:4 0:0: break-pane
1708279091.050227 cmd_parse_build_commands 0:0: break-pane
1708279091.050233 args_parse: flags end at 1 of 1
1708279091.050239 cmd_parse_build_commands: break-pane
1708279091.050245 args_parse: -N = Break pane to a new window
1708279091.050250 args_parse: flags end at 3 of 5
1708279091.050255 args_parse: 3 = ! (type 1)
1708279091.050261 args_parse: 4 = break-pane (type 2)
1708279091.050274 cmd_parse_build_commands: bind-key -N "Break pane to a new window" ! { break-pane }
1708279091.050281 cmdq_get_command: [bind-key/0x136008f50] group 34
1708279091.050287 cmdq_append <global>: [bind-key/0x136008f50]
1708279091.050292 yylex_token: bind
1708279091.050298 yylex_token: -N
1708279091.050304 yylex_token: Split window vertically
1708279091.050310 yylex_token: "
1708279091.050316 yylex_token: split-window
1708279091.050322 cmd_parse_build_commands 0:0: bind
1708279091.050327 cmd_parse_build_commands 0:1: -N
1708279091.050332 cmd_parse_build_commands 0:2: Split window vertically
1708279091.050337 cmd_parse_build_commands 0:3: "
1708279091.050342 cmd_parse_build_commands 0:4 0:0: split-window
1708279091.050348 cmd_parse_build_commands 0:0: split-window
1708279091.050355 args_parse: flags end at 1 of 1
1708279091.050362 cmd_parse_build_commands: split-window
1708279091.050367 args_parse: -N = Split window vertically
1708279091.050372 args_parse: flags end at 3 of 5
1708279091.050377 args_parse: 3 = " (type 1)
1708279091.050383 args_parse: 4 = split-window (type 2)
1708279091.050395 cmd_parse_build_commands: bind-key -N "Split window vertically" \\" { split-window }
1708279091.050402 cmdq_get_command: [bind-key/0x1360090e0] group 42
1708279091.050407 cmdq_append <global>: [bind-key/0x1360090e0]
1708279091.050412 yylex_token: bind
1708279091.050417 yylex_token: -N
1708279091.050424 yylex_token: List all paste buffers
1708279091.050429 yylex_token: #
1708279091.050435 yylex_token: list-buffers
1708279091.050441 cmd_parse_build_commands 0:0: bind
1708279091.050446 cmd_parse_build_commands 0:1: -N
1708279091.050451 cmd_parse_build_commands 0:2: List all paste buffers
1708279091.050456 cmd_parse_build_commands 0:3: #
1708279091.050461 cmd_parse_build_commands 0:4 0:0: list-buffers
1708279091.050468 cmd_parse_build_commands 0:0: list-buffers
1708279091.050474 args_parse: flags end at 1 of 1
1708279091.050480 cmd_parse_build_commands: list-buffers
1708279091.050485 args_parse: -N = List all paste buffers
1708279091.050490 args_parse: flags end at 3 of 5
1708279091.050495 args_parse: 3 = # (type 1)
1708279091.050501 args_parse: 4 = list-buffers (type 2)
1708279091.050513 cmd_parse_build_commands: bind-key -N "List all paste buffers" \\# { list-buffers }
1708279091.050520 cmdq_get_command: [bind-key/0x136009760] group 50
1708279091.050526 cmdq_append <global>: [bind-key/0x136009760]
1708279091.050532 yylex_token: bind
1708279091.050537 yylex_token: -N
1708279091.050543 yylex_token: Rename current session
1708279091.050547 yylex_token: $
1708279091.050552 yylex_token: command-prompt
1708279091.050558 yylex_token: -I#S
1708279091.050564 yylex_token: rename-session
1708279091.050572 yylex_token: --
1708279091.050579 yylex_token: %%
1708279091.050586 cmd_parse_build_commands 0:0: bind
1708279091.050592 cmd_parse_build_commands 0:1: -N
1708279091.050598 cmd_parse_build_commands 0:2: Rename current session
1708279091.050603 cmd_parse_build_commands 0:3: $
1708279091.050611 cmd_parse_build_commands 0:4 0:0: command-prompt
1708279091.050619 cmd_parse_build_commands 0:4 0:1: -I#S
1708279091.050626 cmd_parse_build_commands 0:4 0:2 0:0: rename-session
1708279091.050637 cmd_parse_build_commands 0:4 0:2 0:1: --
1708279091.050648 cmd_parse_build_commands 0:4 0:2 0:2: %%
1708279091.050658 cmd_parse_build_commands 0:0: command-prompt
1708279091.050663 cmd_parse_build_commands 0:1: -I#S
1708279091.050669 cmd_parse_build_commands 0:2 0:0: rename-session
1708279091.050677 cmd_parse_build_commands 0:2 0:1: --
1708279091.050684 cmd_parse_build_commands 0:2 0:2: %%
1708279091.050702 cmd_parse_build_commands 0:0: rename-session
1708279091.050706 cmd_parse_build_commands 0:1: --
1708279091.050709 cmd_parse_build_commands 0:2: %%
1708279091.050721 args_parse: flags end at 2 of 3
1708279091.050725 args_parse: 2 = %% (type 1)
1708279091.050732 cmd_parse_build_commands: rename-session "%%"
1708279091.050737 args_parse: -I = #S
1708279091.050742 args_parse: flags end at 2 of 3
1708279091.050749 args_parse: 2 = rename-session "%%" (type 2)
1708279091.050759 cmd_parse_build_commands: command-prompt -I "#S" { rename-session "%%" }
1708279091.050764 args_parse: -N = Rename current session
1708279091.050769 args_parse: flags end at 3 of 5
1708279091.050773 args_parse: 3 = $ (type 1)
1708279091.050782 args_parse: 4 = command-prompt -I "#S" { rename-session "%%" } (type 2)
1708279091.050796 cmd_parse_build_commands: bind-key -N "Rename current session" \\$ { command-prompt -I "#S" { rename-session "%%" } }
1708279091.050803 cmdq_get_command: [bind-key/0x136009910] group 58
1708279091.050807 cmdq_append <global>: [bind-key/0x136009910]
1708279091.050812 yylex_token: bind
1708279091.050816 yylex_token: -N
1708279091.050821 yylex_token: Split window horizontally
1708279091.050825 yylex_get_word: %
1708279091.050829 yylex_token: split-window
1708279091.050833 yylex_token: -h
1708279091.050838 cmd_parse_build_commands 0:0: bind
1708279091.050841 cmd_parse_build_commands 0:1: -N
1708279091.050845 cmd_parse_build_commands 0:2: Split window horizontally
